Name,Class,Position,Height,Hometown,High School,team_id,team_name,conference_id,conference_name,school_url,school_athletic_url,state,division,year,team_short,conference_short,Number
Myah Robinson,Jr.,OPP,6-3,"Garland, TX",Lakeview Central HS,316,Jacksonville University,920.0,Atlantic Sun Conference,www.ju.edu,www.judolphins.com,FL,D-I,2024-25,Jacksonville,ASUN,22
Jamie Seward,Jr.,RS,5-10,"Sweet Home, OR",Sweet Home HS,316,Jacksonville University,920.0,Atlantic Sun Conference,www.ju.edu,www.judolphins.com,FL,D-I,2024-25,Jacksonville,ASUN,6
Emily Hodsdon,Sr.,S,5-11,"Alpharetta, GA",Alpharetta,316,Jacksonville University,920.0,Atlantic Sun Conference,www.ju.edu,www.judolphins.com,FL,D-I,2024-25,Jacksonville,ASUN,17
Emily Collings,Fr.,S,5-5,"Jacksonville, FL",Providence,316,Jacksonville University,920.0,Atlantic Sun Conference,www.ju.edu,www.judolphins.com,FL,D-I,2024-25,Jacksonville,ASUN,0
Ana Tobar,Fr.,OH,5-9,"Miami, FL",St. Brendan,316,Jacksonville University,920.0,Atlantic Sun Conference,www.ju.edu,www.judolphins.com,FL,D-I,2024-25,Jacksonville,ASUN,15
Breanna McDonough,So.,RS,5-10,"Tampa, FL",Berkeley Preparatory School,316,Jacksonville University,920.0,Atlantic Sun Conference,www.ju.edu,www.judolphins.com,FL,D-I,2024-25,Jacksonville,ASUN,16
Amina Dervisevic,Fr.,MB,6-0,"Lincolnwood, IL",Niles West,316,Jacksonville University,920.0,Atlantic Sun Conference,www.ju.edu,www.judolphins.com,FL,D-I,2024-25,Jacksonville,ASUN,2
Sofia Rampazzo,Sr.,OH,6-0,"Padova, Italy",Istituto Barbarigo,316,Jacksonville University,920.0,Atlantic Sun Conference,www.ju.edu,www.judolphins.com,FL,D-I,2024-25,Jacksonville,ASUN,5
Haley Yount,Fr.,S,6-2,"Saint Louis, MO",Northwest,316,Jacksonville University,920.0,Atlantic Sun Conference,www.ju.edu,www.judolphins.com,FL,D-I,2024-25,Jacksonville,ASUN,11
Elle Kennedy,Fr.,L/DS,5-5,"Sheboygan Falls, WI",Howards Grove,316,Jacksonville University,920.0,Atlantic Sun Conference,www.ju.edu,www.judolphins.com,FL,D-I,2024-25,Jacksonville,ASUN,1
Madison Clark,Jr.,MB,6-3,"Belvidere, IL",Belvidere North HS,316,Jacksonville University,920.0,Atlantic Sun Conference,www.ju.edu,www.judolphins.com,FL,D-I,2024-25,Jacksonville,ASUN,23
Claire Mrukowski,So.,OH,6-0,"Powell, OH",Oletangy Liberty HS,316,Jacksonville University,920.0,Atlantic Sun Conference,www.ju.edu,www.judolphins.com,FL,D-I,2024-25,Jacksonville,ASUN,8
Lizzie Kitchen,Jr.,MB,6-1,"Novi, MI",Mercy HS,316,Jacksonville University,920.0,Atlantic Sun Conference,www.ju.edu,www.judolphins.com,FL,D-I,2024-25,Jacksonville,ASUN,4
Jaydyn Clemmer,Sr.,DS,5-7,"Lexington, VA",Rockbridge County,317,James Madison University,818.0,Sun Belt Conference,www.jmu.edu/,www.jmusports.com,VA,D-I,2024-25,James Madison,Sun Belt,1
Madilyn O'Toole,Sr.,DS,5-8,"Louisville, KY",Assumption,317,James Madison University,818.0,Sun Belt Conference,www.jmu.edu/,www.jmusports.com,VA,D-I,2024-25,James Madison,Sun Belt,17
Olivia Vance,So.,OH,5-11,"Bixby, OK",Bixby,317,James Madison University,818.0,Sun Belt Conference,www.jmu.edu/,www.jmusports.com,VA,D-I,2024-25,James Madison,Sun Belt,3
Annie Smith,Sr.,MB,6-1,"Jupiter, FL",The King's Academy,317,James Madison University,818.0,Sun Belt Conference,www.jmu.edu/,www.jmusports.com,VA,D-I,2024-25,James Madison,Sun Belt,14
Julia McNeley,Jr.,L/DS,5-9,"Louisville, KY",Sacred Heart,317,James Madison University,818.0,Sun Belt Conference,www.jmu.edu/,www.jmusports.com,VA,D-I,2024-25,James Madison,Sun Belt,5
Savanah Cockrill,Sr.,MB,6-0,"Centreville, VA",Westfield,317,James Madison University,818.0,Sun Belt Conference,www.jmu.edu/,www.jmusports.com,VA,D-I,2024-25,James Madison,Sun Belt,13
Miëtte Veldman,Sr.,OH,5-10,"Daleville, VA",Lord Botetourt,317,James Madison University,818.0,Sun Belt Conference,www.jmu.edu/,www.jmusports.com,VA,D-I,2024-25,James Madison,Sun Belt,10
Rebecca Watkins,So.,S,6-0,"Roswell, GA",Lassiter,317,James Madison University,818.0,Sun Belt Conference,www.jmu.edu/,www.jmusports.com,VA,D-I,2024-25,James Madison,Sun Belt,12
Emma Klanica,Sr.,RS,6-1,"West Chester, PA",West Chester Rustin,317,James Madison University,818.0,Sun Belt Conference,www.jmu.edu/,www.jmusports.com,VA,D-I,2024-25,James Madison,Sun Belt,7
Bre Reid,Jr.,OH,5-10,"Georgetown, DE",Sussex Central,317,James Madison University,818.0,Sun Belt Conference,www.jmu.edu/,www.jmusports.com,VA,D-I,2024-25,James Madison,Sun Belt,16
Grace Wenrich,Jr.,S,5-9,"Watkinsville, GA",Oconee County,317,James Madison University,818.0,Sun Belt Conference,www.jmu.edu/,www.jmusports.com,VA,D-I,2024-25,James Madison,Sun Belt,2
Sara Sykes,Fr.,DS,5-2,"Gilbert, SC",Lexington High School,317,James Madison University,818.0,Sun Belt Conference,www.jmu.edu/,www.jmusports.com,VA,D-I,2024-25,James Madison,Sun Belt,4
Ayen Nhial,Fr.,MB,6-2,"Louisville, KY",Seneca High School,317,James Madison University,818.0,Sun Belt Conference,www.jmu.edu/,www.jmusports.com,VA,D-I,2024-25,James Madison,Sun Belt,9
Sarah Schnell,Fr.,RS,6-3,"Pembroke Pines, FL",Pembroke High School,317,James Madison University,818.0,Sun Belt Conference,www.jmu.edu/,www.jmusports.com,VA,D-I,2024-25,James Madison,Sun Belt,11
Melisa Ilter,So.,RS,6-5,"Bursa, Turkey",,317,James Madison University,818.0,Sun Belt Conference,www.jmu.edu/,www.jmusports.com,VA,D-I,2024-25,James Madison,Sun Belt,20
Jordan Smart,Fr.,S,5-8,"Winston Salem, NC",Ronald Wilson High School,317,James Madison University,818.0,Sun Belt Conference,www.jmu.edu/,www.jmusports.com,VA,D-I,2024-25,James Madison,Sun Belt,19
Molly McCarthy,So.,L/DS,5-11,"Rancho Mirage, CA",Palm Desert,328,University of Kansas,25354.0,Big 12 Conference,ku.edu,kuathletics.com,KS,D-I,2024-25,Kansas,Big 12,19
Raegan Burns,So.,L/DS,5-5,"Lafayette, IN",McCutcheon,328,University of Kansas,25354.0,Big 12 Conference,ku.edu,kuathletics.com,KS,D-I,2024-25,Kansas,Big 12,3
Camryn Turner,Sr.,S,5-8,"Topeka, KS",Seaman,328,University of Kansas,25354.0,Big 12 Conference,ku.edu,kuathletics.com,KS,D-I,2024-25,Kansas,Big 12,22
Brynn Kirsch,Jr.,L/DS,5-8,"Sioux Falls, SD",Lincoln,328,University of Kansas,25354.0,Big 12 Conference,ku.edu,kuathletics.com,KS,D-I,2024-25,Kansas,Big 12,20
Aisha Aiono,So.,MB,6-3,"Liberty, MO",Liberty,328,University of Kansas,25354.0,Big 12 Conference,ku.edu,kuathletics.com,KS,D-I,2024-25,Kansas,Big 12,24
Bryn McGehe,Jr.,DS,5-6,"Platte City, MO",Platte County,328,University of Kansas,25354.0,Big 12 Conference,ku.edu,kuathletics.com,KS,D-I,2024-25,Kansas,Big 12,5
Toyosi Onabanjo,Sr.,MB,6-1,"Houston, TX",St. Agnes Academy,328,University of Kansas,25354.0,Big 12 Conference,ku.edu,kuathletics.com,KS,D-I,2024-25,Kansas,Big 12,11
London Davis,Sr.,OH,6-0,"Galena, OH",Olentangy Orange,328,University of Kansas,25354.0,Big 12 Conference,ku.edu,kuathletics.com,KS,D-I,2024-25,Kansas,Big 12,21
Rhian Swanson,Jr.,OH,6-2,"Mcpherson, KS",McPherson,328,University of Kansas,25354.0,Big 12 Conference,ku.edu,kuathletics.com,KS,D-I,2024-25,Kansas,Big 12,4
Caroline Bien,Sr.,OH,6-0,"Overland Park, KS",Saint Thomas Aquinas,328,University of Kansas,25354.0,Big 12 Conference,ku.edu,kuathletics.com,KS,D-I,2024-25,Kansas,Big 12,14
Kenzie Dean,Fr.,OH,6-3,"Johnston, IA",Dowling Catholic,328,University of Kansas,25354.0,Big 12 Conference,ku.edu,kuathletics.com,KS,D-I,2024-25,Kansas,Big 12,2
Ellie Moore,Fr.,S,5-9,"Darien, CT",Darien,328,University of Kansas,25354.0,Big 12 Conference,ku.edu,kuathletics.com,KS,D-I,2024-25,Kansas,Big 12,8
Zoey Burgess,Fr.,MB,6-4,"Alpine, UT",Lone Peak,328,University of Kansas,25354.0,Big 12 Conference,ku.edu,kuathletics.com,KS,D-I,2024-25,Kansas,Big 12,13
Reese Ptacek,Fr.,MB,6-3,"Prescott, WI",Prescott,328,University of Kansas,25354.0,Big 12 Conference,ku.edu,kuathletics.com,KS,D-I,2024-25,Kansas,Big 12,10
Grace Nelson,Fr.,OH,6-1,"River Forest, IL",River Forest,328,University of Kansas,25354.0,Big 12 Conference,ku.edu,kuathletics.com,KS,D-I,2024-25,Kansas,Big 12,1
Heidi Devers,Fr.,L/DS,5-4,"Olathe, KS",Saint James Academy,328,University of Kansas,25354.0,Big 12 Conference,ku.edu,kuathletics.com,KS,D-I,2024-25,Kansas,Big 12,12
Ayah Elnady,Sr.,OH,5-10,"Cairo, Egypt",Ramses College for Girls,328,University of Kansas,25354.0,Big 12 Conference,ku.edu,kuathletics.com,KS,D-I,2024-25,Kansas,Big 12,17
Ellie Schneider,So.,MB,6-5,"Metairie, LA",Metairie Country Day,328,University of Kansas,25354.0,Big 12 Conference,ku.edu,kuathletics.com,KS,D-I,2024-25,Kansas,Big 12,15
Katie Dalton,Jr.,S,6-1,"Parker, CO",Chaparral,328,University of Kansas,25354.0,Big 12 Conference,ku.edu,kuathletics.com,KS,D-I,2024-25,Kansas,Big 12,7
Reagan Fox,So.,OH,6-2,"Kansas City, MO",St. Teresa's Academy,327,Kansas State University,25354.0,Big 12 Conference,www.k-state.edu,www.kstatesports.com,KS,D-I,2024-25,Kansas St.,Big 12,4
Lauren Schneider,So.,OH,5-9,"Corinth, TX",Guyer,327,Kansas State University,25354.0,Big 12 Conference,www.k-state.edu,www.kstatesports.com,KS,D-I,2024-25,Kansas St.,Big 12,9
Brenna Schmidt,Jr.,MB,6-6,"Eagle, NE",Elmwood-Murdock,327,Kansas State University,25354.0,Big 12 Conference,www.k-state.edu,www.kstatesports.com,KS,D-I,2024-25,Kansas St.,Big 12,18
Izzi Szulczewski,Sr.,S,5-7,"Beaverton, OR",Mountainside,327,Kansas State University,25354.0,Big 12 Conference,www.k-state.edu,www.kstatesports.com,KS,D-I,2024-25,Kansas St.,Big 12,15
Shaylee Myers,Jr.,OH,6-0,"Lincoln, NE",Lincoln Southwest,327,Kansas State University,25354.0,Big 12 Conference,www.k-state.edu,www.kstatesports.com,KS,D-I,2024-25,Kansas St.,Big 12,14
Ava LeGrand,Jr.,S,6-0,"Papillion, NE",Papillion-La Vista South,327,Kansas State University,25354.0,Big 12 Conference,www.k-state.edu,www.kstatesports.com,KS,D-I,2024-25,Kansas St.,Big 12,11
Aniya Clinton,So.,OH,6-2,"Midland, TX",Midland,327,Kansas State University,25354.0,Big 12 Conference,www.k-state.edu,www.kstatesports.com,KS,D-I,2024-25,Kansas St.,Big 12,5
Molly Ramsey,Sr.,L/DS,5-4,"Roca, NE",Norris,327,Kansas State University,25354.0,Big 12 Conference,www.k-state.edu,www.kstatesports.com,KS,D-I,2024-25,Kansas St.,Big 12,3
Makinsey Jones,So.,MB,6-1,"Topeka, KS",Topeka West,327,Kansas State University,25354.0,Big 12 Conference,www.k-state.edu,www.kstatesports.com,KS,D-I,2024-25,Kansas St.,Big 12,0
Symone Sims,So.,L/DS,5-5,"Frisco, TX",Lebanon Trail,327,Kansas State University,25354.0,Big 12 Conference,www.k-state.edu,www.kstatesports.com,KS,D-I,2024-25,Kansas St.,Big 12,7
Liz Gregorski,Sr.,OH,5-11,"Appleton, WI",Xavier,327,Kansas State University,25354.0,Big 12 Conference,www.k-state.edu,www.kstatesports.com,KS,D-I,2024-25,Kansas St.,Big 12,1
Ella Larkin,So.,L/DS,5-10,"Maize, KS",Bishop Carroll Catholic,327,Kansas State University,25354.0,Big 12 Conference,www.k-state.edu,www.kstatesports.com,KS,D-I,2024-25,Kansas St.,Big 12,16
Meg Brown,Sr.,OPP,6-3,"Santa Ana, CA",Mater Dei HS,327,Kansas State University,25354.0,Big 12 Conference,www.k-state.edu,www.kstatesports.com,KS,D-I,2024-25,Kansas St.,Big 12,12
Aliyah Carter,Sr.,OH,5-9,"Dubuque, IA",Wahlert Catholic,327,Kansas State University,25354.0,Big 12 Conference,www.k-state.edu,www.kstatesports.com,KS,D-I,2024-25,Kansas St.,Big 12,2
Alyss Kelly,Fr.,L/DS,5-4,"Lake Stevens, WA",Lake Stevens,327,Kansas State University,25354.0,Big 12 Conference,www.k-state.edu,www.kstatesports.com,KS,D-I,2024-25,Kansas St.,Big 12,47
Jordyn Williams,Jr.,MB,6-2,"Lantana, TX",John H. Guyer,327,Kansas State University,25354.0,Big 12 Conference,www.k-state.edu,www.kstatesports.com,KS,D-I,2024-25,Kansas St.,Big 12,21
Tatum Tindall,Fr.,MB,6-1,"Manhattan, KS",Manhattan,327,Kansas State University,25354.0,Big 12 Conference,www.k-state.edu,www.kstatesports.com,KS,D-I,2024-25,Kansas St.,Big 12,30
Emerson Van Lannen,Fr.,S,5-11,"Kimberly, WI",Appleton North,327,Kansas State University,25354.0,Big 12 Conference,www.k-state.edu,www.kstatesports.com,KS,D-I,2024-25,Kansas St.,Big 12,13
Maggie Butkovich,Jr.,RS,6-3,"Cincinnati, OH",Mount Notre Dame HS,1157,Kennesaw State University,24312.0,Conference USA,www.kennesaw.edu/,www.ksuowls.com,GA,D-I,2024-25,Kennesaw St.,CUSA,17
Maggie Byrd,So.,MB,6-0,"Pooler, GA",Savannah Christian HS,1157,Kennesaw State University,24312.0,Conference USA,www.kennesaw.edu/,www.ksuowls.com,GA,D-I,2024-25,Kennesaw St.,CUSA,4
Leah Freeman,Jr.,DS,5-6,"Lake City, TN",Anderson County HS,1157,Kennesaw State University,24312.0,Conference USA,www.kennesaw.edu/,www.ksuowls.com,GA,D-I,2024-25,Kennesaw St.,CUSA,1
Kourtney Brown,So.,S,5-10,"Birmingham, AL",Ramsay HS,1157,Kennesaw State University,24312.0,Conference USA,www.kennesaw.edu/,www.ksuowls.com,GA,D-I,2024-25,Kennesaw St.,CUSA,6
Manu Johnsen,Jr.,OH,5-11,"Copenhagen, Denmark",VUC Kbenhavn Syd,1157,Kennesaw State University,24312.0,Conference USA,www.kennesaw.edu/,www.ksuowls.com,GA,D-I,2024-25,Kennesaw St.,CUSA,13
Haley Patterson,So.,MB,6-0,"Mobile, AK",St. Luke's Episcopal School,1157,Kennesaw State University,24312.0,Conference USA,www.kennesaw.edu/,www.ksuowls.com,GA,D-I,2024-25,Kennesaw St.,CUSA,10
Caroline Chastang,Jr.,OH,5-10,"Bay Minette, AL",Bayside Academy,1157,Kennesaw State University,24312.0,Conference USA,www.kennesaw.edu/,www.ksuowls.com,GA,D-I,2024-25,Kennesaw St.,CUSA,9
Elayna Sonnenberg,Fr.,RS,5-9,"Waterville, OH",Anthony Wayne,1157,Kennesaw State University,24312.0,Conference USA,www.kennesaw.edu/,www.ksuowls.com,GA,D-I,2024-25,Kennesaw St.,CUSA,5
Ava Holtz,Fr.,DS,5-8,"Laporte, IN",LaPorte,1157,Kennesaw State University,24312.0,Conference USA,www.kennesaw.edu/,www.ksuowls.com,GA,D-I,2024-25,Kennesaw St.,CUSA,2
Ava Garner,Fr.,MB,6-0,"Acworth, GA",North Cobb Christian,1157,Kennesaw State University,24312.0,Conference USA,www.kennesaw.edu/,www.ksuowls.com,GA,D-I,2024-25,Kennesaw St.,CUSA,7
Kiernan Stamey,Fr.,OH,6-0,"Maryville, TN",Maryville,1157,Kennesaw State University,24312.0,Conference USA,www.kennesaw.edu/,www.ksuowls.com,GA,D-I,2024-25,Kennesaw St.,CUSA,8
Ashlyn Anderson,Fr.,RS,6-3,"Fleming Island, FL",The Bolles School,1157,Kennesaw State University,24312.0,Conference USA,www.kennesaw.edu/,www.ksuowls.com,GA,D-I,2024-25,Kennesaw St.,CUSA,16
Kaeley Walz,Fr.,S,5-11,"Louisville, KY",Sacred Heart Academy,1157,Kennesaw State University,24312.0,Conference USA,www.kennesaw.edu/,www.ksuowls.com,GA,D-I,2024-25,Kennesaw St.,CUSA,15
Caroline Cole,Sr.,DS,5-6,"Lexington, KY",Paul Laurence Dunbar HS,1157,Kennesaw State University,24312.0,Conference USA,www.kennesaw.edu/,www.ksuowls.com,GA,D-I,2024-25,Kennesaw St.,CUSA,3
Olivia Burrage,So.,MB,6-1,"Jefferson, GA",Jefferson HS,1157,Kennesaw State University,24312.0,Conference USA,www.kennesaw.edu/,www.ksuowls.com,GA,D-I,2024-25,Kennesaw St.,CUSA,14
Gracie Pynes,So.,DS,5-7,"Acworth, GA",Allatoona HS,1157,Kennesaw State University,24312.0,Conference USA,www.kennesaw.edu/,www.ksuowls.com,GA,D-I,2024-25,Kennesaw St.,CUSA,12
Logan Henderson,So.,OH,5-11,"Charlotte, NC",Hopewell,331,Kent State University,875.0,Mid-American Conference,www.kent.edu,www.kentstatesports.com,OH,D-I,2024-25,Kent St.,MAC,15
Mackenzie McGuire,Jr.,OH,6-2,"Broken Arrow, OK",Broken Arrow,331,Kent State University,875.0,Mid-American Conference,www.kent.edu,www.kentstatesports.com,OH,D-I,2024-25,Kent St.,MAC,11
Karina Salinas,Sr.,OH,5-8,"Mission, TX",Veterans Memorial,331,Kent State University,875.0,Mid-American Conference,www.kent.edu,www.kentstatesports.com,OH,D-I,2024-25,Kent St.,MAC,9
Kendall White,Jr.,S,6-0,"Gahanna, OH",Gahanna Lincoln,331,Kent State University,875.0,Mid-American Conference,www.kent.edu,www.kentstatesports.com,OH,D-I,2024-25,Kent St.,MAC,20
Anna Shoemake,Sr.,OH,6-4,"Dayton, OH",Beavercreek,331,Kent State University,875.0,Mid-American Conference,www.kent.edu,www.kentstatesports.com,OH,D-I,2024-25,Kent St.,MAC,12
Chelsea Harvey,Sr.,S,5-10,"Collegeville, PA",,331,Kent State University,875.0,Mid-American Conference,www.kent.edu,www.kentstatesports.com,OH,D-I,2024-25,Kent St.,MAC,16
Tylee Fuller,Sr.,L,5-10,"Lehi, UT",Skyridge,331,Kent State University,875.0,Mid-American Conference,www.kent.edu,www.kentstatesports.com,OH,D-I,2024-25,Kent St.,MAC,14
Breanna Burrell,Sr.,OH,5-11,"Kingwood, TX",,331,Kent State University,875.0,Mid-American Conference,www.kent.edu,www.kentstatesports.com,OH,D-I,2024-25,Kent St.,MAC,13
Alexandria Connatser,So.,MB,6-2,"Tampa, FL",H.B. Plant,331,Kent State University,875.0,Mid-American Conference,www.kent.edu,www.kentstatesports.com,OH,D-I,2024-25,Kent St.,MAC,17
Hailey Brenner,Fr.,DS,5-8,"Miami, FL",Gulliver Prep,331,Kent State University,875.0,Mid-American Conference,www.kent.edu,www.kentstatesports.com,OH,D-I,2024-25,Kent St.,MAC,4
Nadia Miller,Fr.,MB,6-0,"Bowling Green, OH",Eastwood,331,Kent State University,875.0,Mid-American Conference,www.kent.edu,www.kentstatesports.com,OH,D-I,2024-25,Kent St.,MAC,8
Greta Bolognini,Jr.,L/DS,5-8,"Bergamo, Italy",,331,Kent State University,875.0,Mid-American Conference,www.kent.edu,www.kentstatesports.com,OH,D-I,2024-25,Kent St.,MAC,1
Avrey Rigney,Fr.,OH,6-2,"Richmond, KY",Madison Central,331,Kent State University,875.0,Mid-American Conference,www.kent.edu,www.kentstatesports.com,OH,D-I,2024-25,Kent St.,MAC,2
Kaelynn Burge,Fr.,S,5-8,"Frederick, MD",Urbana,331,Kent State University,875.0,Mid-American Conference,www.kent.edu,www.kentstatesports.com,OH,D-I,2024-25,Kent St.,MAC,3
Lesley Furuta,Fr.,L/DS,5-6,"Columbus, OH",Bishop Watterson,331,Kent State University,875.0,Mid-American Conference,www.kent.edu,www.kentstatesports.com,OH,D-I,2024-25,Kent St.,MAC,5
Liliana Mechura,So.,MB,6-1,"Lakeway, TX",,331,Kent State University,875.0,Mid-American Conference,www.kent.edu,www.kentstatesports.com,OH,D-I,2024-25,Kent St.,MAC,6
Ava Troyer,Fr.,MB,6-2,"Dundee, OH",Hiland,331,Kent State University,875.0,Mid-American Conference,www.kent.edu,www.kentstatesports.com,OH,D-I,2024-25,Kent St.,MAC,99
Lane Jenkins,Sr.,S,5-9,"Versailles, KY",Lafayette,334,University of Kentucky,911.0,Southeastern Conference,www.uky.edu,www.ukathletics.com,KY,D-I,2024-25,Kentucky,SEC,18
Jordyn Dailey,Fr.,MB,6-2,"Franklinton, NC",NC Academy for Learning and Enrichment,334,University of Kentucky,911.0,Southeastern Conference,www.uky.edu,www.ukathletics.com,KY,D-I,2024-25,Kentucky,SEC,5
Megan Wilson,Sr.,OH,6-4,"Kingwood, TX",Kingwood,334,University of Kentucky,911.0,Southeastern Conference,www.uky.edu,www.ukathletics.com,KY,D-I,2024-25,Kentucky,SEC,1
Erin Lamb,Sr.,OH,6-3,"Stewartville, MN",Stewartville,334,University of Kentucky,911.0,Southeastern Conference,www.uky.edu,www.ukathletics.com,KY,D-I,2024-25,Kentucky,SEC,13
Emma Grome,Sr.,S,5-9,"Loveland, OH",St. Ursula,334,University of Kentucky,911.0,Southeastern Conference,www.uky.edu,www.ukathletics.com,KY,D-I,2024-25,Kentucky,SEC,4
Brooke Bultema,Fr.,MB,6-3,"Cincinnati, OH",Ursuline Academy,334,University of Kentucky,911.0,Southeastern Conference,www.uky.edu,www.ukathletics.com,KY,D-I,2024-25,Kentucky,SEC,8
Eleanor Beavin,Sr.,L/DS,5-5,"Louisville, KY",Mercy,334,University of Kentucky,911.0,Southeastern Conference,www.uky.edu,www.ukathletics.com,KY,D-I,2024-25,Kentucky,SEC,6
Brooklyn DeLeye,So.,OH,6-2,"Topeka, KS",Washburn Rural,334,University of Kentucky,911.0,Southeastern Conference,www.uky.edu,www.ukathletics.com,KY,D-I,2024-25,Kentucky,SEC,17
Haley Melby,Jr.,OH,6-2,"Munster, IN",Munster,334,University of Kentucky,911.0,Southeastern Conference,www.uky.edu,www.ukathletics.com,KY,D-I,2024-25,Kentucky,SEC,7
Molly Tuozzo,So.,L/DS,5-7,"The Woodlands, TX",The Woodlands,334,University of Kentucky,911.0,Southeastern Conference,www.uky.edu,www.ukathletics.com,KY,D-I,2024-25,Kentucky,SEC,12
Ava Sarafa,Fr.,S,6-0,"Bloomfield Hills, MI",Marian,334,University of Kentucky,911.0,Southeastern Conference,www.uky.edu,www.ukathletics.com,KY,D-I,2024-25,Kentucky,SEC,2
Kennedy Washington,Fr.,MB,6-0,"Glenn Heights, TX",Prestonwood,334,University of Kentucky,911.0,Southeastern Conference,www.uky.edu,www.ukathletics.com,KY,D-I,2024-25,Kentucky,SEC,10
Hannah Benjamin,Fr.,MH,6-1,"Atlanta, GA",Fideles Christain,334,University of Kentucky,911.0,Southeastern Conference,www.uky.edu,www.ukathletics.com,KY,D-I,2024-25,Kentucky,SEC,15
Asia Thigpen,Fr.,OH,5-11,"Pittsboro, NC",Northwood,334,University of Kentucky,911.0,Southeastern Conference,www.uky.edu,www.ukathletics.com,KY,D-I,2024-25,Kentucky,SEC,20
Delaney Hogan,Sr.,MB,6-0,"Fort Wayne, IN",Bishop Dwenger,334,University of Kentucky,911.0,Southeastern Conference,www.uky.edu,www.ukathletics.com,KY,D-I,2024-25,Kentucky,SEC,3
Michelle KOZICKI,---,,-,,,340,La Salle University,820.0,Atlantic 10 Conference,www.lasalle.edu/,www.goexplorers.com/,PA,D-I,2024-25,La Salle,Atlantic 10,14
Allison Laucella,Jr.,DS,5-5,,,340,La Salle University,820.0,Atlantic 10 Conference,www.lasalle.edu/,www.goexplorers.com/,PA,D-I,2024-25,La Salle,Atlantic 10,2
Sydney Stone,So.,OH,6-0,,,340,La Salle University,820.0,Atlantic 10 Conference,www.lasalle.edu/,www.goexplorers.com/,PA,D-I,2024-25,La Salle,Atlantic 10,8
Reilly Lowe,Sr.,MB,6-2,,,340,La Salle University,820.0,Atlantic 10 Conference,www.lasalle.edu/,www.goexplorers.com/,PA,D-I,2024-25,La Salle,Atlantic 10,12
Samantha Graver,Sr.,OH,5-10,,,340,La Salle University,820.0,Atlantic 10 Conference,www.lasalle.edu/,www.goexplorers.com/,PA,D-I,2024-25,La Salle,Atlantic 10,7
Elizabeth Osborn,Jr.,OH,6-0,,,340,La Salle University,820.0,Atlantic 10 Conference,www.lasalle.edu/,www.goexplorers.com/,PA,D-I,2024-25,La Salle,Atlantic 10,11
Sarah Nahas,Jr.,S,5-9,,,340,La Salle University,820.0,Atlantic 10 Conference,www.lasalle.edu/,www.goexplorers.com/,PA,D-I,2024-25,La Salle,Atlantic 10,4
Isa Lopez,Fr.,L,5-5,,,340,La Salle University,820.0,Atlantic 10 Conference,www.lasalle.edu/,www.goexplorers.com/,PA,D-I,2024-25,La Salle,Atlantic 10,6
Drew Kofke,Fr.,OH,6-1,,,340,La Salle University,820.0,Atlantic 10 Conference,www.lasalle.edu/,www.goexplorers.com/,PA,D-I,2024-25,La Salle,Atlantic 10,13
Yaiza Franco,Fr.,MB,6-2,,,340,La Salle University,820.0,Atlantic 10 Conference,www.lasalle.edu/,www.goexplorers.com/,PA,D-I,2024-25,La Salle,Atlantic 10,1
Emma Patmon,So.,OH,5-8,"Round Rock, TX",Cedar Ridge,342,Lafayette College,838.0,Patriot League,www.lafayette.edu,www.goleopards.com,PA,D-I,2024-25,Lafayette,Patriot,26
Anna Penman,Sr.,S,5-9,"Carlsbad, CA",Carlsbad,342,Lafayette College,838.0,Patriot League,www.lafayette.edu,www.goleopards.com,PA,D-I,2024-25,Lafayette,Patriot,12
Carol Ulichney,Jr.,OH,5-11,"Wayne, PA",Westtown School,342,Lafayette College,838.0,Patriot League,www.lafayette.edu,www.goleopards.com,PA,D-I,2024-25,Lafayette,Patriot,9
Abby Nieporte,Sr.,OH,6-1,"Boca Raton, FL",Oxbridge Academy of the Palm Beaches,342,Lafayette College,838.0,Patriot League,www.lafayette.edu,www.goleopards.com,PA,D-I,2024-25,Lafayette,Patriot,21
Abby Nicholson,Jr.,MB,6-2,"Savannah, GA",Savannah Country,342,Lafayette College,838.0,Patriot League,www.lafayette.edu,www.goleopards.com,PA,D-I,2024-25,Lafayette,Patriot,24
Anna Van Wyk,So.,S,5-9,"Denver, CO",Cherry Creek,342,Lafayette College,838.0,Patriot League,www.lafayette.edu,www.goleopards.com,PA,D-I,2024-25,Lafayette,Patriot,18
Phoebe Glass,Sr.,OH,6-0,"Boca Raton, FL",Boca Raton,342,Lafayette College,838.0,Patriot League,www.lafayette.edu,www.goleopards.com,PA,D-I,2024-25,Lafayette,Patriot,10
Elizabeth Flynn,Sr.,L,5-9,"Bethlehem, PA",Liberty,342,Lafayette College,838.0,Patriot League,www.lafayette.edu,www.goleopards.com,PA,D-I,2024-25,Lafayette,Patriot,17
Emily Gouldrup,Jr.,L,5-3,"Los Gatos, CA",Los Gatos High School,342,Lafayette College,838.0,Patriot League,www.lafayette.edu,www.goleopards.com,PA,D-I,2024-25,Lafayette,Patriot,2
Irelynd Lorenzen,So.,MB,6-1,"San Diego, CA",Santa Fe Christian,342,Lafayette College,838.0,Patriot League,www.lafayette.edu,www.goleopards.com,PA,D-I,2024-25,Lafayette,Patriot,11
