Name,Class,Position,Height,Hometown,High School,team_id,team_name,conference_id,conference_name,school_url,school_athletic_url,state,division,year,team_short,conference_short,Number
Alisha Lindsey,So.,OH,-,,,30051,King University,4423.0,Conference Carolinas,www.king.edu/,www.kingtornado.com/,TN,D-II,2024-25,King (TN),Conference Carolinas,17
Isabella Shutters,Fr.,OH,-,,,30051,King University,4423.0,Conference Carolinas,www.king.edu/,www.kingtornado.com/,TN,D-II,2024-25,King (TN),Conference Carolinas,19
Princess Emma Oluwa,Fr.,OH,-,,,30051,King University,4423.0,Conference Carolinas,www.king.edu/,www.kingtornado.com/,TN,D-II,2024-25,King (TN),Conference Carolinas,20
Gracia Love,Jr.,OH,5-9,,,30051,King University,4423.0,Conference Carolinas,www.king.edu/,www.kingtornado.com/,TN,D-II,2024-25,King (TN),Conference Carolinas,22
Bailey Fersner,Sr.,OH,5-6,,,30051,King University,4423.0,Conference Carolinas,www.king.edu/,www.kingtornado.com/,TN,D-II,2024-25,King (TN),Conference Carolinas,24
Faith Morse,Jr.,DS,5-3,,,30051,King University,4423.0,Conference Carolinas,www.king.edu/,www.kingtornado.com/,TN,D-II,2024-25,King (TN),Conference Carolinas,1
Izzy Krick,Jr.,MB,5-11,,,30051,King University,4423.0,Conference Carolinas,www.king.edu/,www.kingtornado.com/,TN,D-II,2024-25,King (TN),Conference Carolinas,25
Anna Parmer,Sr.,OH,5-10,"Firestone, CO",Mead,339,Kutztown University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.kutztown.edu,www.kubears.com,PA,D-II,2024-25,Kutztown,PSAC,3
Maddie Ruhland,Jr.,S,5-8,"Spring Grove, PA",Spring Grove,339,Kutztown University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.kutztown.edu,www.kubears.com,PA,D-II,2024-25,Kutztown,PSAC,9
Tessa Van Dam,Jr.,OH,5-8,"Little Falls, NJ",Passaic Valley,339,Kutztown University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.kutztown.edu,www.kubears.com,PA,D-II,2024-25,Kutztown,PSAC,15
Mallory Hoch,Jr.,L,5-7,"Zionsville, PA",Southern Lehigh,339,Kutztown University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.kutztown.edu,www.kubears.com,PA,D-II,2024-25,Kutztown,PSAC,6
Emma Stalsitz,Jr.,L,5-6,"Allentown, PA",Parkland,339,Kutztown University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.kutztown.edu,www.kubears.com,PA,D-II,2024-25,Kutztown,PSAC,24
Kristina Diaz,So.,L/DS,5-5,"Woodbridge, VA",Forest Park,339,Kutztown University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.kutztown.edu,www.kubears.com,PA,D-II,2024-25,Kutztown,PSAC,4
Grace White,Fr.,MH,6-0,"Quakertown, PA",Quakertown,339,Kutztown University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.kutztown.edu,www.kubears.com,PA,D-II,2024-25,Kutztown,PSAC,21
Bryanna Carter,Fr.,MH,5-11,"Abingdon, MD",Edgewood,339,Kutztown University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.kutztown.edu,www.kubears.com,PA,D-II,2024-25,Kutztown,PSAC,25
Kat Dalessio,Fr.,S,5-10,"Bethlehem, PA",Saucon Valley,339,Kutztown University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.kutztown.edu,www.kubears.com,PA,D-II,2024-25,Kutztown,PSAC,26
Hana Ekecs,So.,L/DS,5-4,"Schwenksville, PA",Souderton,339,Kutztown University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.kutztown.edu,www.kubears.com,PA,D-II,2024-25,Kutztown,PSAC,1
Lexi McLanahan,Fr.,L,5-6,"Hollidaysburg, PA",Hollidaysburg Area,339,Kutztown University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.kutztown.edu,www.kubears.com,PA,D-II,2024-25,Kutztown,PSAC,14
Macy Shewmake,Fr.,MH,6-0,"Reading, PA",Governor Mifflin,339,Kutztown University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.kutztown.edu,www.kubears.com,PA,D-II,2024-25,Kutztown,PSAC,22
Christina Lockett,Fr.,MH,5-11,"Gaithersburg, MD",Tuscarora,339,Kutztown University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.kutztown.edu,www.kubears.com,PA,D-II,2024-25,Kutztown,PSAC,5
Emma Baldridge,Fr.,S,5-7,"Damascus, MD",Damascus,339,Kutztown University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.kutztown.edu,www.kubears.com,PA,D-II,2024-25,Kutztown,PSAC,7
Noelle Slye,Fr.,OH,5-9,"Saratoga Spgs, NY",Saratoga Springs,339,Kutztown University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.kutztown.edu,www.kubears.com,PA,D-II,2024-25,Kutztown,PSAC,10
Madison Lowe,Fr.,OH,5-9,"Kearneysville, WV",Jefferson,339,Kutztown University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.kutztown.edu,www.kubears.com,PA,D-II,2024-25,Kutztown,PSAC,16
Brynn Buschta,So.,S,5-5,"Fogelsville, PA",Northwestern Lehigh,339,Kutztown University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.kutztown.edu,www.kubears.com,PA,D-II,2024-25,Kutztown,PSAC,19
Saige Thibodeaux,Fr.,L,5-7,"Cape Coral, FL",Ida S. Baker,339,Kutztown University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.kutztown.edu,www.kubears.com,PA,D-II,2024-25,Kutztown,PSAC,11
Sarah Hess,So.,MH,5-11,"Landisville, PA",Hempfield,339,Kutztown University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.kutztown.edu,www.kubears.com,PA,D-II,2024-25,Kutztown,PSAC,23
Kali Schad,So.,OH,5-9,"Medford, NJ",Shawnee,339,Kutztown University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.kutztown.edu,www.kubears.com,PA,D-II,2024-25,Kutztown,PSAC,2
Julia Post,Sr.,MH,6-0,"Sellersville, PA",Pennridge,339,Kutztown University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.kutztown.edu,www.kubears.com,PA,D-II,2024-25,Kutztown,PSAC,20
Simone Schurr,Sr.,S,5-7,"Plainfield, IL",Oswego East,2746,Lake Erie College,30182.0,Great Midwest Athletic Conference,www.lec.edu,www.lakeeriestorm.com,OH,D-II,2024-25,Lake Erie,G-MAC,8
Jenna Sayles,So.,S,5-6,"Davison, MI",Davison,2746,Lake Erie College,30182.0,Great Midwest Athletic Conference,www.lec.edu,www.lakeeriestorm.com,OH,D-II,2024-25,Lake Erie,G-MAC,23
Brooklyn Broadway,Sr.,L/DS,5-6,"Edwardsburg, MI",Edwardsburg,2746,Lake Erie College,30182.0,Great Midwest Athletic Conference,www.lec.edu,www.lakeeriestorm.com,OH,D-II,2024-25,Lake Erie,G-MAC,2
Sarah Leyden,Sr.,S,5-8,"Cuyahoga Falls, OH",Archbishop Hoban,2746,Lake Erie College,30182.0,Great Midwest Athletic Conference,www.lec.edu,www.lakeeriestorm.com,OH,D-II,2024-25,Lake Erie,G-MAC,15
Katelyn McMoore,Sr.,OH,5-9,"Colorado Springs, CO",Liberty,2746,Lake Erie College,30182.0,Great Midwest Athletic Conference,www.lec.edu,www.lakeeriestorm.com,OH,D-II,2024-25,Lake Erie,G-MAC,18
Kennady Wiley,So.,MH,5-9,"Lewis Center, OH",Olentangy,2746,Lake Erie College,30182.0,Great Midwest Athletic Conference,www.lec.edu,www.lakeeriestorm.com,OH,D-II,2024-25,Lake Erie,G-MAC,21
Alexandra Matthews,Sr.,MH,5-9,"Orlando, FL",Freedom,2746,Lake Erie College,30182.0,Great Midwest Athletic Conference,www.lec.edu,www.lakeeriestorm.com,OH,D-II,2024-25,Lake Erie,G-MAC,19
Diamond Baker,So.,MH,6-2,"Dayton, OH",Stebbins,2746,Lake Erie College,30182.0,Great Midwest Athletic Conference,www.lec.edu,www.lakeeriestorm.com,OH,D-II,2024-25,Lake Erie,G-MAC,16
Rori Hanken,Fr.,MH,6-2,"Springfield, IL",Sacred Heart-Griffin,2746,Lake Erie College,30182.0,Great Midwest Athletic Conference,www.lec.edu,www.lakeeriestorm.com,OH,D-II,2024-25,Lake Erie,G-MAC,13
Anna Lewis,Sr.,MH,5-9,"Mentor, OH",Mentor,2746,Lake Erie College,30182.0,Great Midwest Athletic Conference,www.lec.edu,www.lakeeriestorm.com,OH,D-II,2024-25,Lake Erie,G-MAC,4
Jasmine Heyward,Jr.,OH,6-0,"Flossmoor, IL",Homewood-Flossmoor,2746,Lake Erie College,30182.0,Great Midwest Athletic Conference,www.lec.edu,www.lakeeriestorm.com,OH,D-II,2024-25,Lake Erie,G-MAC,3
Sadie Nawrocki,Fr.,,6-0,"Willoughby, OH",Willoughby South,2746,Lake Erie College,30182.0,Great Midwest Athletic Conference,www.lec.edu,www.lakeeriestorm.com,OH,D-II,2024-25,Lake Erie,G-MAC,5
Nora Larson,Fr.,,6-0,"Antioch, IL",Antioch,2746,Lake Erie College,30182.0,Great Midwest Athletic Conference,www.lec.edu,www.lakeeriestorm.com,OH,D-II,2024-25,Lake Erie,G-MAC,10
Nicole Colombo,Fr.,L/DS,5-1,"Brunswick, OH",Brunswick,2746,Lake Erie College,30182.0,Great Midwest Athletic Conference,www.lec.edu,www.lakeeriestorm.com,OH,D-II,2024-25,Lake Erie,G-MAC,1
Paige Jestadt,Fr.,L/DS,5-5,"Plain City, OH",Jonathan Alder,2746,Lake Erie College,30182.0,Great Midwest Athletic Conference,www.lec.edu,www.lakeeriestorm.com,OH,D-II,2024-25,Lake Erie,G-MAC,17
Gabrielle Jones,Fr.,,5-11,"Dayton, OH",Chaminade Julienne Catholic,2746,Lake Erie College,30182.0,Great Midwest Athletic Conference,www.lec.edu,www.lakeeriestorm.com,OH,D-II,2024-25,Lake Erie,G-MAC,25
Allison Kirch,Fr.,,6-1,"Cincinnati, OH",Seton,2746,Lake Erie College,30182.0,Great Midwest Athletic Conference,www.lec.edu,www.lakeeriestorm.com,OH,D-II,2024-25,Lake Erie,G-MAC,26
Cecelia Mullens,Fr.,L/DS,5-4,"San Antonio, TX",Brennan,2746,Lake Erie College,30182.0,Great Midwest Athletic Conference,www.lec.edu,www.lakeeriestorm.com,OH,D-II,2024-25,Lake Erie,G-MAC,22
Ni'yah Fuggs,So.,OH,5-8,"Richmond Heights, OH",Villa Angela-St. Joseph,2746,Lake Erie College,30182.0,Great Midwest Athletic Conference,www.lec.edu,www.lakeeriestorm.com,OH,D-II,2024-25,Lake Erie,G-MAC,24
Valeriya Varnakova,Jr.,OH,5-10,"Ufa, Russia",Gateway Legacy Christian Academy,345,Lake Superior State University,854.0,Great Lakes Intercollegiate Athletic Conference,lssu.edu,lssulakers.com,MI,D-II,2024-25,Lake Superior St.,GLIAC,12
Hannah Callaway,Sr.,OH,5-11,"Portage, MI",Portage Northern High School,345,Lake Superior State University,854.0,Great Lakes Intercollegiate Athletic Conference,lssu.edu,lssulakers.com,MI,D-II,2024-25,Lake Superior St.,GLIAC,10
Olivia Boutorwick,Jr.,OH,5-9,"Macomb, MI",Henry Ford II High School,345,Lake Superior State University,854.0,Great Lakes Intercollegiate Athletic Conference,lssu.edu,lssulakers.com,MI,D-II,2024-25,Lake Superior St.,GLIAC,7
Rachel Steele,So.,OPP,6-1,"Eaton Rapids, MI",Eaton Rapids High School,345,Lake Superior State University,854.0,Great Lakes Intercollegiate Athletic Conference,lssu.edu,lssulakers.com,MI,D-II,2024-25,Lake Superior St.,GLIAC,14
Maggie Morris,Sr.,MB,5-11,"Schoolcraft, MI",Schoolcraft High School,345,Lake Superior State University,854.0,Great Lakes Intercollegiate Athletic Conference,lssu.edu,lssulakers.com,MI,D-II,2024-25,Lake Superior St.,GLIAC,5
Morgan Deming,So.,MH,6-3,"Boyne City, MI",Boyne City High School,345,Lake Superior State University,854.0,Great Lakes Intercollegiate Athletic Conference,lssu.edu,lssulakers.com,MI,D-II,2024-25,Lake Superior St.,GLIAC,13
Faith White,Jr.,DS,5-8,"Sault Sainte Marie, MI",Sault Area High School,345,Lake Superior State University,854.0,Great Lakes Intercollegiate Athletic Conference,lssu.edu,lssulakers.com,MI,D-II,2024-25,Lake Superior St.,GLIAC,18
Shea Berisoff,So.,S,6-2,"Kelowna, Canada",Okanagan Mission Secondary School,345,Lake Superior State University,854.0,Great Lakes Intercollegiate Athletic Conference,lssu.edu,lssulakers.com,MI,D-II,2024-25,Lake Superior St.,GLIAC,6
Ally Lasley,Sr.,L,5-6,"Birch Run, MI",Birch Run High School,345,Lake Superior State University,854.0,Great Lakes Intercollegiate Athletic Conference,lssu.edu,lssulakers.com,MI,D-II,2024-25,Lake Superior St.,GLIAC,20
Jordyn Haller,Sr.,DS,5-8,"Sault Sainte Marie, MI",Sault Area High School,345,Lake Superior State University,854.0,Great Lakes Intercollegiate Athletic Conference,lssu.edu,lssulakers.com,MI,D-II,2024-25,Lake Superior St.,GLIAC,16
Vanessa Swerdon,Jr.,S,5-6,"Toronto, Canada",Sir Oliver Mowat High School,345,Lake Superior State University,854.0,Great Lakes Intercollegiate Athletic Conference,lssu.edu,lssulakers.com,MI,D-II,2024-25,Lake Superior St.,GLIAC,2
Mariana Velasque,Sr.,OH,5-11,"Rio de Janeiro, Brazil",Gateway Legacy Christian Academy,345,Lake Superior State University,854.0,Great Lakes Intercollegiate Athletic Conference,lssu.edu,lssulakers.com,MI,D-II,2024-25,Lake Superior St.,GLIAC,8
Giovanna Waters,Fr.,OH,5-7,,,345,Lake Superior State University,854.0,Great Lakes Intercollegiate Athletic Conference,lssu.edu,lssulakers.com,MI,D-II,2024-25,Lake Superior St.,GLIAC,22
Mia Garcia,Fr.,L/DS,5-5,"Carolina, Puerto Rico",CIEM Private School,345,Lake Superior State University,854.0,Great Lakes Intercollegiate Athletic Conference,lssu.edu,lssulakers.com,MI,D-II,2024-25,Lake Superior St.,GLIAC,3
Emma Jones,Fr.,S,-,,,345,Lake Superior State University,854.0,Great Lakes Intercollegiate Athletic Conference,lssu.edu,lssulakers.com,MI,D-II,2024-25,Lake Superior St.,GLIAC,1
Avery Headworth,Fr.,S,5-8,"Grand Rapids, MI",Forest Hills Eastern High School,345,Lake Superior State University,854.0,Great Lakes Intercollegiate Athletic Conference,lssu.edu,lssulakers.com,MI,D-II,2024-25,Lake Superior St.,GLIAC,9
Giselle Wiitanen,Fr.,MH,5-10,"Mount Pleasant, MI",Mt. Pleasant High School,345,Lake Superior State University,854.0,Great Lakes Intercollegiate Athletic Conference,lssu.edu,lssulakers.com,MI,D-II,2024-25,Lake Superior St.,GLIAC,4
Jade Peterson,Fr.,MH,-,,,345,Lake Superior State University,854.0,Great Lakes Intercollegiate Athletic Conference,lssu.edu,lssulakers.com,MI,D-II,2024-25,Lake Superior St.,GLIAC,11
Alyssa Kozlowski,Jr.,DS,5-3,"Gaylord, MI",Gaylord High School,345,Lake Superior State University,854.0,Great Lakes Intercollegiate Athletic Conference,lssu.edu,lssulakers.com,MI,D-II,2024-25,Lake Superior St.,GLIAC,15
Ellyn Adams,Sr.,S,5-5,,,1167,Lander University,12923.0,Peach Belt Conference,www.lander.edu/,www.landerbearcats.com,SC,D-II,2024-25,Lander,Peach Belt,3
Kamaria Curry,Jr.,OH,5-10,,,1167,Lander University,12923.0,Peach Belt Conference,www.lander.edu/,www.landerbearcats.com,SC,D-II,2024-25,Lander,Peach Belt,21
Breana Pelbath,Fr.,MB,5-11,,,1167,Lander University,12923.0,Peach Belt Conference,www.lander.edu/,www.landerbearcats.com,SC,D-II,2024-25,Lander,Peach Belt,6
Lauren Dow,So.,S,6-1,,,1167,Lander University,12923.0,Peach Belt Conference,www.lander.edu/,www.landerbearcats.com,SC,D-II,2024-25,Lander,Peach Belt,5
Sophia Schneider,So.,L/DS,5-10,,,1167,Lander University,12923.0,Peach Belt Conference,www.lander.edu/,www.landerbearcats.com,SC,D-II,2024-25,Lander,Peach Belt,13
Katie Miller,Jr.,OH,6-1,,,1167,Lander University,12923.0,Peach Belt Conference,www.lander.edu/,www.landerbearcats.com,SC,D-II,2024-25,Lander,Peach Belt,15
Blondie Penaflor,Sr.,MB,5-11,,,1167,Lander University,12923.0,Peach Belt Conference,www.lander.edu/,www.landerbearcats.com,SC,D-II,2024-25,Lander,Peach Belt,4
Sam Alwardt,Fr.,L/DS,5-4,,,1167,Lander University,12923.0,Peach Belt Conference,www.lander.edu/,www.landerbearcats.com,SC,D-II,2024-25,Lander,Peach Belt,8
Emma Orton-Platt,Jr.,MB,6-2,,,1167,Lander University,12923.0,Peach Belt Conference,www.lander.edu/,www.landerbearcats.com,SC,D-II,2024-25,Lander,Peach Belt,19
Alyssa Tegeler,Jr.,MB,6-1,,,1167,Lander University,12923.0,Peach Belt Conference,www.lander.edu/,www.landerbearcats.com,SC,D-II,2024-25,Lander,Peach Belt,10
Amelia May,Fr.,RS,6-1,,,1167,Lander University,12923.0,Peach Belt Conference,www.lander.edu/,www.landerbearcats.com,SC,D-II,2024-25,Lander,Peach Belt,16
Olivia Dow,Sr.,RS,6-1,,,1167,Lander University,12923.0,Peach Belt Conference,www.lander.edu/,www.landerbearcats.com,SC,D-II,2024-25,Lander,Peach Belt,22
Karson Browning,Fr.,MB,6-1,,,1167,Lander University,12923.0,Peach Belt Conference,www.lander.edu/,www.landerbearcats.com,SC,D-II,2024-25,Lander,Peach Belt,9
Ryleigh Willard,Fr.,OH,6-0,"Roebuck, SC",,1167,Lander University,12923.0,Peach Belt Conference,www.lander.edu/,www.landerbearcats.com,SC,D-II,2024-25,Lander,Peach Belt,1
Emmi Cheek,Fr.,L/DS,5-6,,,1167,Lander University,12923.0,Peach Belt Conference,www.lander.edu/,www.landerbearcats.com,SC,D-II,2024-25,Lander,Peach Belt,2
Andrea Crawford,So.,L/DS,5-6,,,1167,Lander University,12923.0,Peach Belt Conference,www.lander.edu/,www.landerbearcats.com,SC,D-II,2024-25,Lander,Peach Belt,23
Madde Blake,Sr.,OH,6-0,,,1167,Lander University,12923.0,Peach Belt Conference,www.lander.edu/,www.landerbearcats.com,SC,D-II,2024-25,Lander,Peach Belt,11
Amirah Alexander,So.,S,-,,,347,Lane College,913.0,Southern Intercol. Ath. Conf.,www.lanecollege.edu,www.golcdragons.com/,TN,D-II,2024-25,Lane,SIAC,5
Delight Olatunji,So.,MB,-,,,347,Lane College,913.0,Southern Intercol. Ath. Conf.,www.lanecollege.edu,www.golcdragons.com/,TN,D-II,2024-25,Lane,SIAC,17
Jayla Johnson,Jr.,S,-,,,347,Lane College,913.0,Southern Intercol. Ath. Conf.,www.lanecollege.edu,www.golcdragons.com/,TN,D-II,2024-25,Lane,SIAC,7
Anayah Goss,Sr.,OH,-,,,347,Lane College,913.0,Southern Intercol. Ath. Conf.,www.lanecollege.edu,www.golcdragons.com/,TN,D-II,2024-25,Lane,SIAC,12
Aaliyah Foster,So.,S,-,,,347,Lane College,913.0,Southern Intercol. Ath. Conf.,www.lanecollege.edu,www.golcdragons.com/,TN,D-II,2024-25,Lane,SIAC,8
Zamya Gibson,So.,OH,-,,,347,Lane College,913.0,Southern Intercol. Ath. Conf.,www.lanecollege.edu,www.golcdragons.com/,TN,D-II,2024-25,Lane,SIAC,2
Kyra Gaston,Jr.,MB,-,,,347,Lane College,913.0,Southern Intercol. Ath. Conf.,www.lanecollege.edu,www.golcdragons.com/,TN,D-II,2024-25,Lane,SIAC,18
Syraia Harvey,So.,S,-,,,347,Lane College,913.0,Southern Intercol. Ath. Conf.,www.lanecollege.edu,www.golcdragons.com/,TN,D-II,2024-25,Lane,SIAC,4
Jadyn Powell,Jr.,OH,-,,,347,Lane College,913.0,Southern Intercol. Ath. Conf.,www.lanecollege.edu,www.golcdragons.com/,TN,D-II,2024-25,Lane,SIAC,1
Malaya Young,Fr.,MB,-,,,347,Lane College,913.0,Southern Intercol. Ath. Conf.,www.lanecollege.edu,www.golcdragons.com/,TN,D-II,2024-25,Lane,SIAC,3
Amya Bartlett,Fr.,L/DS,-,,,347,Lane College,913.0,Southern Intercol. Ath. Conf.,www.lanecollege.edu,www.golcdragons.com/,TN,D-II,2024-25,Lane,SIAC,6
Ja'Kai Ray,Fr.,OH,-,,,347,Lane College,913.0,Southern Intercol. Ath. Conf.,www.lanecollege.edu,www.golcdragons.com/,TN,D-II,2024-25,Lane,SIAC,9
Kenzley Lowe,Fr.,DS,-,,,347,Lane College,913.0,Southern Intercol. Ath. Conf.,www.lanecollege.edu,www.golcdragons.com/,TN,D-II,2024-25,Lane,SIAC,15
Kristina Lichtenhan,Jr.,OH,-,,,347,Lane College,913.0,Southern Intercol. Ath. Conf.,www.lanecollege.edu,www.golcdragons.com/,TN,D-II,2024-25,Lane,SIAC,16
Shaniah Jones,Fr.,S,-,,,347,Lane College,913.0,Southern Intercol. Ath. Conf.,www.lanecollege.edu,www.golcdragons.com/,TN,D-II,2024-25,Lane,SIAC,10
Wynter Hill,Fr.,MB,-,,,347,Lane College,913.0,Southern Intercol. Ath. Conf.,www.lanecollege.edu,www.golcdragons.com/,TN,D-II,2024-25,Lane,SIAC,20
Kelviona Johnson,So.,OH,-,,,347,Lane College,913.0,Southern Intercol. Ath. Conf.,www.lanecollege.edu,www.golcdragons.com/,TN,D-II,2024-25,Lane,SIAC,11
Kayla Anstett,Jr.,MB,6-0,"Rochester, NY",Hilton,349,Le Moyne College,846.0,Northeast Conference,www.lemoyne.edu/,www.lemoynedolphins.com,NY,D-II,2024-25,Le Moyne,NEC,17
Branwyn Lupton,So.,OH,5-11,"Napanee, Canada",Napanee District Secondary School,349,Le Moyne College,846.0,Northeast Conference,www.lemoyne.edu/,www.lemoynedolphins.com,NY,D-II,2024-25,Le Moyne,NEC,2
Haley Buescher,So.,L/DS,5-5,"Toledo, OH",St. Ursula Academy,349,Le Moyne College,846.0,Northeast Conference,www.lemoyne.edu/,www.lemoynedolphins.com,NY,D-II,2024-25,Le Moyne,NEC,10
Jules Mason,Fr.,S,5-10,"San Diego, CA",The Bishop's School,349,Le Moyne College,846.0,Northeast Conference,www.lemoyne.edu/,www.lemoynedolphins.com,NY,D-II,2024-25,Le Moyne,NEC,21
Skylar Jehlen,Fr.,S,5-7,"North Chili, NY",Churchville-Chili,349,Le Moyne College,846.0,Northeast Conference,www.lemoyne.edu/,www.lemoynedolphins.com,NY,D-II,2024-25,Le Moyne,NEC,3
Denali Louden,Fr.,OH,5-11,"Murrieta, CA",Murrieta Mesa,349,Le Moyne College,846.0,Northeast Conference,www.lemoyne.edu/,www.lemoynedolphins.com,NY,D-II,2024-25,Le Moyne,NEC,5
Piper Hooey,Fr.,OH,5-9,"Elmira, NY",Elmira,349,Le Moyne College,846.0,Northeast Conference,www.lemoyne.edu/,www.lemoynedolphins.com,NY,D-II,2024-25,Le Moyne,NEC,15
Nina Salas,Fr.,OH,5-7,"Austin, TX",McNeil,349,Le Moyne College,846.0,Northeast Conference,www.lemoyne.edu/,www.lemoynedolphins.com,NY,D-II,2024-25,Le Moyne,NEC,8
Jazmin Rodriguez,Fr.,OH,5-10,"Madera, CA",Madera,349,Le Moyne College,846.0,Northeast Conference,www.lemoyne.edu/,www.lemoynedolphins.com,NY,D-II,2024-25,Le Moyne,NEC,9
Cami Zajac,Fr.,L/DS,5-7,"Syracuse, KS",West Genesee,349,Le Moyne College,846.0,Northeast Conference,www.lemoyne.edu/,www.lemoynedolphins.com,NY,D-II,2024-25,Le Moyne,NEC,13
Anaya Rawlinson,Fr.,MH,6-1,"Whitby, Canada",Sinclair Secondary School,349,Le Moyne College,846.0,Northeast Conference,www.lemoyne.edu/,www.lemoynedolphins.com,NY,D-II,2024-25,Le Moyne,NEC,20
Brooke Menke,Fr.,L/DS,5-6,"Florissant, MO",Visitation Academy,349,Le Moyne College,846.0,Northeast Conference,www.lemoyne.edu/,www.lemoynedolphins.com,NY,D-II,2024-25,Le Moyne,NEC,4
Payton Horan,Fr.,OH,5-9,"Miller Place, NY",Miller Place,349,Le Moyne College,846.0,Northeast Conference,www.lemoyne.edu/,www.lemoynedolphins.com,NY,D-II,2024-25,Le Moyne,NEC,19
Jordyn Hamlin,Fr.,OH,5-7,"Manahawkin, NJ",Southern Regional,349,Le Moyne College,846.0,Northeast Conference,www.lemoyne.edu/,www.lemoynedolphins.com,NY,D-II,2024-25,Le Moyne,NEC,6
Haley Gerken,Jr.,S,5-7,"Buffalo, NY",Frontier,349,Le Moyne College,846.0,Northeast Conference,www.lemoyne.edu/,www.lemoynedolphins.com,NY,D-II,2024-25,Le Moyne,NEC,12
Nil Ezgi Tasdelen,Jr.,MB,6-0,,Ugur Okullari,349,Le Moyne College,846.0,Northeast Conference,www.lemoyne.edu/,www.lemoynedolphins.com,NY,D-II,2024-25,Le Moyne,NEC,7
Sophia Lippert,Jr.,S,5-10,"Frisco, TX",Legacy Christian Academy,30013,Lee University,858.0,Gulf South Conference,www.leeuniversity.edu/,www.leeuflames.com,TN,D-II,2024-25,Lee,Gulf South,2
Grace Mazzocca,Jr.,MB,6-0,"Hartville, OH",Lake HS,30013,Lee University,858.0,Gulf South Conference,www.leeuniversity.edu/,www.leeuflames.com,TN,D-II,2024-25,Lee,Gulf South,14
Naomi Hockless,Sr.,MB,6-0,"Baytown, TX",Robert E. Lee HS,30013,Lee University,858.0,Gulf South Conference,www.leeuniversity.edu/,www.leeuflames.com,TN,D-II,2024-25,Lee,Gulf South,18
Julia Davis,Sr.,OH,5-9,"Atlanta, GA",Walton HS,30013,Lee University,858.0,Gulf South Conference,www.leeuniversity.edu/,www.leeuflames.com,TN,D-II,2024-25,Lee,Gulf South,10
Elif Kirbaser,Fr.,MB,6-0,"Istanbul, Turkey",Ugur Okullari,30013,Lee University,858.0,Gulf South Conference,www.leeuniversity.edu/,www.leeuflames.com,TN,D-II,2024-25,Lee,Gulf South,21
Carmen Perez,So.,OH,5-10,"Madrid, Spain",Colegio Villalkor,30013,Lee University,858.0,Gulf South Conference,www.leeuniversity.edu/,www.leeuflames.com,TN,D-II,2024-25,Lee,Gulf South,3
Brynna Sands,Fr.,OH,5-8,"Bradenton, FL",Braden Rover HS,30013,Lee University,858.0,Gulf South Conference,www.leeuniversity.edu/,www.leeuflames.com,TN,D-II,2024-25,Lee,Gulf South,15
Berra Soyler,So.,S,5-9,"Bursa, Turkey",TED Bursa,30013,Lee University,858.0,Gulf South Conference,www.leeuniversity.edu/,www.leeuflames.com,TN,D-II,2024-25,Lee,Gulf South,5
Madison Dahl,Fr.,S,5-5,"Garden Ridge, TX",Davenport HS,30013,Lee University,858.0,Gulf South Conference,www.leeuniversity.edu/,www.leeuflames.com,TN,D-II,2024-25,Lee,Gulf South,6
Payton Danley,Fr.,MB,6-0,"Buford, GA",Buford HS,30013,Lee University,858.0,Gulf South Conference,www.leeuniversity.edu/,www.leeuflames.com,TN,D-II,2024-25,Lee,Gulf South,11
Sara Palumbo,Fr.,OH,5-9,"Asti, Italy",Principe Umberbo,30013,Lee University,858.0,Gulf South Conference,www.leeuniversity.edu/,www.leeuflames.com,TN,D-II,2024-25,Lee,Gulf South,12
Reagan Foles,Fr.,L/DS,5-6,"Newnan, GA",Newnan HS,30013,Lee University,858.0,Gulf South Conference,www.leeuniversity.edu/,www.leeuflames.com,TN,D-II,2024-25,Lee,Gulf South,8
Ashton Middleton,Sr.,S,5-9,"Alpharetta, GA",Milton HS,30013,Lee University,858.0,Gulf South Conference,www.leeuniversity.edu/,www.leeuflames.com,TN,D-II,2024-25,Lee,Gulf South,4
